chr22:23079460:23261356	1
chr22:23169247:23179918	2
chr22:23169954:23171152	1
chr22:23170614:23172297	1
chr22:23178284:23195756	1
chr22:23179973:23181468	1
chr22:23180015:23182122	3
chr22:23180036:23182143	1
chr22:23180046:23181983	1
chr22:23180060:23181983	1
chr22:23180090:23181990	1
chr22:23180102:23181933	1
chr22:23180116:23182018	1
chr22:23180139:23181987	1
chr22:23180144:23181705	1
chr22:23180148:23181702	2
chr22:23180151:23181945	1
chr22:23180155:23181937	11
chr22:23180156:23181674	1
chr22:23180159:23317787	1
chr22:23180174:23181876	1
chr22:23180174:23260971	1
chr22:23180197:23181764	2
chr22:23180207:23181798	1
chr22:23180223:23181902	1
chr22:23180230:23181834	1
chr22:23180230:23181983	1
chr22:23180241:23181801	2
chr22:23180241:23181842	1
chr22:23180241:23181882	3
chr22:23180428:23181972	1
chr22:23180545:23180885	1
chr22:23180559:23180836	1
chr22:23180562:23180837	1
chr22:23180562:23180839	1
chr22:23180562:23180842	2
chr22:23180562:23180843	6
chr22:23180562:23180846	3
chr22:23180564:23180841	5
chr22:23180726:23181078	1
chr22:23180760:23181902	1
chr22:23180786:23180842	1
chr22:23181228:23181480	1
chr22:23182029:23182164	1
chr22:23182234:23253795	1
chr22:23182238:23253797	10
chr22:23182240:23187849	8
chr22:23182240:23194230	1
chr22:23182240:23199211	5
chr22:23182240:23203045	1
chr22:23182240:23203369	25
chr22:23182240:23242818	1
chr22:23182240:23253778	1
chr22:23182240:23253797	1
chr22:23182240:23253799	392
chr22:23187898:23189340	1
chr22:23187898:23191573	1
chr22:23187898:23199211	1
chr22:23187898:23203369	4
chr22:23189183:23195855	1
chr22:23189399:23199211	1
chr22:23189525:23195849	1
chr22:23194112:23195565	1
chr22:23194327:23194574	1
chr22:23194377:23195792	1
chr22:23194441:23195852	1
chr22:23194448:23194903	1
chr22:23194653:23195025	1
chr22:23199353:23203045	1
chr22:23199353:23203369	4
chr22:23199353:23253799	2
chr22:23199764:23201711	1
chr22:23199961:23201566	1
chr22:23203140:23203369	2
chr22:23203781:23204443	1
chr22:23205370:23211456	1
chr22:23206280:23211763	1
chr22:23239975:23243786	1
chr22:23253980:23260949	15
chr22:23253981:23260950	437
chr22:23253981:23261355	1
chr22:23261049:23261351	1
chr22:23261052:23261352	11
chr22:23261052:23261355	1
chr22:23261055:23261355	448
chr22:23261055:23261356	1
chr22:23261055:23261361	1
chr22:23261098:23261268	1
chr22:23261538:23268405	13
chr22:23261538:23271529	1
chr22:23261541:23261912	6
chr22:23261541:23263547	1
chr22:23261541:23268408	467
chr22:23261541:23268417	1
chr22:23261541:23271532	8
chr22:23261541:23273634	1
chr22:23262052:23262129	1
chr22:23263678:23263905	1
chr22:23264396:23268405	1
chr22:23268383:23308421	1
chr22:23268514:23271530	12
chr22:23268515:23271532	1
chr22:23268516:23271530	1
chr22:23268516:23271532	472
chr22:23268520:23271535	1
chr22:23268542:23273081	1
chr22:23271591:23273079	13
chr22:23271592:23273079	2
chr22:23271593:23273081	481
chr22:23273134:23273634	502
chr22:23273134:23273642	1
chr22:23273714:23284051	1
chr22:23273769:23283977	1
chr22:23273773:23283975	15
chr22:23273775:23283977	510
chr22:23273775:23288097	1
chr22:23273953:23283959	1
chr22:23284098:23285032	11
chr22:23284099:23285030	1
chr22:23284099:23285032	1
chr22:23284099:23285033	530
chr22:23284099:23285034	1
chr22:23284099:23285084	1
chr22:23284103:23285033	1
chr22:23285130:23315584	1
chr22:23285198:23287159	2
chr22:23285200:23287157	11
chr22:23285202:23287159	530
chr22:23285202:23287161	5
chr22:23285202:23287167	1
chr22:23285202:23288097	1
chr22:23285218:23287157	1
chr22:23287277:23288092	13
chr22:23287277:23288097	1
chr22:23287279:23288097	544
chr22:23287279:23288099	2
chr22:23287279:23288106	1
chr22:23288171:23289517	2
chr22:23288173:23289517	563
chr22:23288174:23289519	1
chr22:23288175:23289518	1
chr22:23289616:23290339	1
chr22:23289620:23290337	14
chr22:23289622:23290336	1
chr22:23289622:23290339	552
chr22:23290345:23325883	1
chr22:23290345:23378248	1
chr22:23290406:23290927	1
chr22:23290412:23292539	5
chr22:23290414:23292541	331
chr22:23290414:23299022	1
chr22:23290414:23331037	1
chr22:23290414:23331041	1
chr22:23290414:23359910	1
chr22:23290421:23359916	1
chr22:23292637:23295022	5
chr22:23292639:23295024	330
chr22:23292639:23309424	2
chr22:23295150:23309424	1
chr22:23295153:23309421	4
chr22:23295156:23296486	1
chr22:23295156:23304489	1
chr22:23295156:23309424	329
chr22:23295156:23309436	1
chr22:23295171:23310319	1
chr22:23296088:23299275	1
chr22:23297597:23300692	1
chr22:23297602:23300698	1
chr22:23299179:23331193	1
chr22:23304176:23304857	1
chr22:23304625:23309424	1
chr22:23308599:23321525	1
chr22:23309483:23310323	4
chr22:23309484:23310321	1
chr22:23309484:23310324	334
chr22:23310433:23311698	1
chr22:23310434:23311152	1
chr22:23310434:23311697	332
chr22:23310434:23311700	2
chr22:23310435:23311699	1
chr22:23310438:23311697	4
chr22:23311768:23312885	1
chr22:23311770:23312887	3
chr22:23311836:23312892	1
chr22:23311837:23312717	1
chr22:23311837:23312887	338
chr22:23311919:23312887	1
chr22:23312789:23312887	1
chr22:23313020:23314550	1
chr22:23313021:23313967	3
chr22:23313022:23313968	304
chr22:23313022:23314552	26
chr22:23313022:23315433	4
chr22:23313022:23317682	4
chr22:23313025:23313968	1
chr22:23313029:23314559	1
chr22:23314072:23314550	2
chr22:23314073:23314550	1
chr22:23314074:23314552	309
chr22:23314074:23314556	2
chr22:23314074:23314560	1
chr22:23314074:23315433	7
chr22:23314583:23317985	1
chr22:23314598:23315638	1
chr22:23314703:23317682	1
chr22:23314712:23315430	2
chr22:23314715:23315433	320
chr22:23314715:23315439	1
chr22:23314715:23317682	15
chr22:23314717:23315436	2
chr22:23317728:23317812	1
chr22:23321768:23325998	1
chr22:23378255:23424803	1
chr22:23391725:23392727	1
chr22:23391727:23392728	1
chr22:23392833:23393926	1
chr22:23392834:23393926	1
chr22:23394058:23399760	1
chr22:23394061:23399763	1
chr22:23399651:23399760	1
chr22:23424824:23435598	1
chr22:23435915:23445836	1
chr22:23446138:23479616	1
chr22:23480317:23491570	1
chr22:23491671:23495172	1
chr22:23509271:23509478	1
chr22:23608769:23613289	1
chr22:23611870:23613289	1
chr22:23613331:23613639	2
chr22:23613661:23614135	2
chr22:23614238:23617575	2
chr22:23617658:23619364	2
chr22:23619418:23622091	2
chr22:23622177:23623846	2
chr22:23624324:23624883	1
chr22:23624905:23625981	1
chr22:23626049:23631816	1
chr22:23631974:23635936	1
chr22:23636084:23637683	1
chr22:23637805:23638751	1
chr22:23638943:23640308	3
chr22:23638943:23652479	2
chr22:23638943:23659513	1
chr22:23638943:23659865	13
chr22:23640331:23652479	1
chr22:23645479:23647104	1
chr22:23652577:23652861	3
chr22:23652579:23652863	1
chr22:23652945:23659513	1
chr22:23652945:23683725	2
chr22:23653353:23659513	1
chr22:23653353:23659865	4
chr22:23654427:23655267	1
chr22:23659301:23662129	1
chr22:23659582:23659865	3
chr22:23660001:23683725	24
chr22:23662239:23662685	1
chr22:23662769:23699114	1
chr22:23683868:23686831	2
chr22:23683868:23686832	1
chr22:23683868:23686838	4
chr22:23683868:23686886	1
chr22:23683868:23690232	10
chr22:23683868:23690236	3
chr22:23683868:23694119	1
chr22:23683868:23695173	6
chr22:23686996:23690232	4
chr22:23686996:23690236	2
chr22:23690357:23694119	8
chr22:23690357:23695173	2
chr22:23694422:23695173	1
chr22:23695513:23714187	1
chr22:23695518:23697883	1
chr22:23695518:23700726	1
chr22:23695518:23705429	11
chr22:23697994:23700726	1
chr22:23699349:23715539	1
chr22:23700832:23705429	1
chr22:23700846:23705429	1
chr22:23705540:23709128	1
chr22:23705542:23709130	13
chr22:23709242:23709786	14
chr22:23709868:23714187	13
chr22:23712698:23712769	3
chr22:23714343:23715009	14
chr22:23715195:23717031	9
chr22:23715195:23717108	2
chr22:23728841:23730812	1
chr22:23730906:23732045	1
chr22:23732112:23919777	1
chr22:23736603:23738691	1
chr22:23739363:23740282	1
chr22:23739386:23739759	1
chr22:23739679:23740724	1
chr22:23745223:23745383	1
chr22:23745546:23746656	1
chr22:23747740:23749257	1
chr22:23748625:23749314	1
chr22:23753199:23767374	1
chr22:23765953:23767880	1
chr22:23765980:23767566	1
chr22:23766025:23766126	23
chr22:23766026:23766126	1
chr22:23766027:23766127	1
chr22:23766027:23766128	285
chr22:23766028:23766130	1
chr22:23766252:23767374	2
chr22:23766274:23767373	1
chr22:23766274:23767374	1
chr22:23766275:23767373	17
chr22:23766275:23767374	4
chr22:23766276:23767373	1
chr22:23766276:23767374	265
chr22:23766276:23767378	1
chr22:23766276:23767834	1
chr22:23766282:23767374	1
chr22:23766297:23767374	5
chr22:23766300:23767374	1
chr22:23766354:23793990	1
chr22:23766379:23794064	1
chr22:23767179:23767898	1
chr22:23767450:23794064	1
chr22:23767516:23798789	1
chr22:23767559:23794064	1
chr22:23767586:23767834	1
chr22:23767594:23767832	3
chr22:23767594:23767833	1
chr22:23767594:23767834	270
chr22:23767594:23772771	1
chr22:23767596:23767837	1
chr22:23767597:23767834	1
chr22:23767602:23767833	1
chr22:23767602:23767834	3
chr22:23767602:23767840	1
chr22:23767602:23767842	1
chr22:23767602:23767843	2
chr22:23767602:23767844	1
chr22:23767602:23767846	1
chr22:23767603:23767834	1
chr22:23767609:23793864	1
chr22:23767656:23767833	1
chr22:23767664:23794064	1
chr22:23767775:23794067	1
chr22:23767842:23794064	7
chr22:23767842:23794067	4
chr22:23767851:23794064	2
chr22:23767897:23794064	1
chr22:23767911:23794064	1
chr22:23772978:23779186	2
chr22:23772979:23779187	3
chr22:23773093:23779187	1
chr22:23773401:23779187	1
chr22:23779411:23780353	2
chr22:23779417:23780359	5
chr22:23780501:23780580	2
chr22:23780503:23780582	5
chr22:23780715:23780858	2
chr22:23780716:23780859	5
chr22:23781095:23781188	2
chr22:23781101:23781193	5
chr22:23781408:23782224	2
chr22:23781410:23782226	5
chr22:23782483:23783410	2
chr22:23782484:23783411	5
chr22:23787256:23791750	4
chr22:23787257:23791750	5
chr22:23787258:23791750	1
chr22:23787261:23791750	1
chr22:23787261:23791754	48
chr22:23787261:23791755	1
chr22:23787262:23791756	6
chr22:23787263:23791756	1138
chr22:23787263:23791760	4
chr22:23787263:23791761	1
chr22:23787264:23791758	2
chr22:23787265:23791756	2
chr22:23787265:23791759	16
chr22:23787266:23791756	3
chr22:23787266:23791761	1
chr22:23788457:23790779	1
chr22:23789013:23790646	1
chr22:23791865:23793557	2
chr22:23791866:23793557	40
chr22:23791868:23793557	2
chr22:23791868:23793559	575
chr22:23791887:23793559	1
chr22:23791889:23793557	2
chr22:23791889:23793559	1
chr22:23791892:23793557	2
chr22:23791893:23793557	37
chr22:23791894:23793557	1
chr22:23791895:23793557	2
chr22:23791895:23793559	578
chr22:23791897:23793559	1
chr22:23791911:23793559	1
chr22:23793679:23800935	1
chr22:23793680:23800929	1
chr22:23793680:23800936	2
chr22:23793680:23800937	3
chr22:23793680:23800939	1
chr22:23793684:23800937	1
chr22:23793684:23800939	75
chr22:23793684:23800940	2
chr22:23793689:23795978	3
chr22:23793689:23800944	1157
chr22:23793689:23800951	2
chr22:23793693:23800949	1
chr22:23795914:23796051	1
chr22:23796029:23800944	3
chr22:23800971:23803295	6
chr22:23801077:23803289	29
chr22:23801078:23803289	53
chr22:23801079:23803289	1
chr22:23801082:23803295	1149
chr22:23801082:23803296	1
chr22:23801084:23803295	4
chr22:23801136:23803295	22
chr22:23803419:23816770	1
chr22:23803420:23816767	1
chr22:23803420:23816768	2
chr22:23803422:23816769	77
chr22:23803422:23816770	1
chr22:23803422:23816771	1
chr22:23803423:23816769	1
chr22:23803423:23816770	1168
chr22:23803423:23816771	1
chr22:23803423:23816772	7
chr22:23803423:23816775	1
chr22:23803423:23816778	2
chr22:23803423:23816800	1
chr22:23803444:23816781	1
chr22:23804315:23811004	1
chr22:23804317:23811009	1
chr22:23806817:23920252	1
chr22:23808583:23973742	1
chr22:23809307:23810137	1
chr22:23812651:23824228	1
chr22:23813069:23830874	1
chr22:23816932:23825221	3
chr22:23816933:23825225	1
chr22:23816934:23825222	1
chr22:23816935:23825221	1
chr22:23816935:23825223	73
chr22:23816937:23818339	1
chr22:23816937:23821914	1
chr22:23816937:23825223	1
chr22:23816937:23825225	1178
chr22:23816937:23825226	4
chr22:23816937:23833572	1
chr22:23816939:23825225	1
chr22:23816941:23825225	1
chr22:23816945:23825231	1
chr22:23822126:23825225	1
chr22:23823773:23824028	1
chr22:23825083:23880799	1
chr22:23825199:23827224	1
chr22:23825404:23834314	1
chr22:23825410:23833569	2
chr22:23825413:23833566	2
chr22:23825414:23833570	74
chr22:23825414:23833571	1
chr22:23825414:23833572	1
chr22:23825415:23833570	1
chr22:23825415:23833572	3
chr22:23825416:23833572	1183
chr22:23825416:23833576	1
chr22:23825416:23833579	1
chr22:23825417:23833575	1
chr22:23826211:23952144	1
chr22:23827560:23880796	1
chr22:23828031:23828636	1
chr22:23830915:23830956	1
chr22:23833694:23834141	1
chr22:23833700:23834138	1
chr22:23833701:23834137	1
chr22:23833702:23834138	1
chr22:23833702:23834139	68
chr22:23833702:23834140	1
chr22:23833703:23834139	1
chr22:23833704:23834016	1
chr22:23833704:23834139	2
chr22:23833704:23834140	1
chr22:23833704:23834141	1180
chr22:23833705:23834143	2
chr22:23833710:23834141	1
chr22:23833710:23834142	1
chr22:23833710:23834144	6
chr22:23833775:23834403	1
chr22:23834933:23837064	2
chr22:23835757:23835839	1
chr22:23836959:23837064	1
chr22:23836963:23837064	6
chr22:23836965:23837064	1
chr22:23836965:23837066	1
chr22:23837155:23837659	15
chr22:23837157:23837659	1
chr22:23837157:23837660	1
chr22:23837157:23837663	1
chr22:23837732:23838138	1
chr22:23837732:23838711	1
chr22:23837850:23838347	1
chr22:23837855:23838352	12
chr22:23837874:23838332	1
chr22:23838442:23838559	2
chr22:23838446:23838564	13
chr22:23838636:23838709	2
chr22:23838638:23838711	12
chr22:23838777:23838895	9
chr22:23838779:23838896	2
chr22:23858030:23862104	5
chr22:23862201:23868479	2
chr22:23862203:23868481	6
chr22:23862203:23875117	1
chr22:23868642:23875117	6
chr22:23875242:23877042	7
chr22:23877172:23877385	1
chr22:23877172:23882459	4
chr22:23877172:23882759	1
chr22:23878355:23894393	1
chr22:23878355:23894855	1
chr22:23882646:23882758	1
chr22:23882647:23882759	5
chr22:23882870:23883772	2
chr22:23882870:23894772	1
chr22:23883868:23883944	1
chr22:23883874:23884302	1
chr22:23884022:23884298	1
chr22:23884025:23884302	1
chr22:23884429:23884648	1
chr22:23884430:23884649	3
chr22:23891449:23892779	1
chr22:23891453:23892779	1
chr22:23891453:23926444	1
chr22:23891453:23973768	1
chr22:23891467:23892779	1
chr22:23892779:23912139	1
chr22:23894426:23894772	1
chr22:23894471:23894861	3
chr22:23894478:23894826	1
chr22:23894569:23894772	13
chr22:23894570:23894772	1
chr22:23894577:23894772	1
chr22:23894578:23894764	1
chr22:23894579:23894769	4
chr22:23894580:23894764	1
chr22:23894580:23894769	39
chr22:23894581:23894769	3
chr22:23894581:23894772	4
chr22:23894582:23894772	2
chr22:23894583:23894769	2
chr22:23894583:23894772	2363
chr22:23894583:23894775	1
chr22:23894585:23894772	2
chr22:23894590:23894772	1
chr22:23894639:23894731	1
chr22:23894903:23895019	1
chr22:23894931:23895024	1
chr22:23894932:23895032	1
chr22:23894939:23895040	1
chr22:23894940:23895036	3
chr22:23894941:23895040	1
chr22:23894942:23895037	44
chr22:23894944:23895040	2
chr22:23894945:23895023	1
chr22:23894945:23895033	1
chr22:23894945:23895037	1
chr22:23894945:23895039	2
chr22:23894945:23895040	2424
chr22:23894945:23895048	1
chr22:23894945:23895090	1
chr22:23894946:23895047	1
chr22:23894947:23895040	1
chr22:23894947:23895041	2
chr22:23894949:23895047	1
chr22:23894951:23895047	1
chr22:23894952:23895032	1
chr22:23894954:23895040	2
chr22:23895091:23895138	2
chr22:23895092:23895140	1
chr22:23895093:23895141	1
chr22:23895221:23918740	1
chr22:23895227:23899579	2
chr22:23911946:23914125	1
chr22:23914321:23926444	1
chr22:23915479:23915572	1
chr22:23917106:23918114	1
chr22:23917524:23918336	1
chr22:23917530:23918345	1
chr22:23917570:23918264	1
chr22:23918193:23919207	1
chr22:23919221:23919531	1
chr22:23919505:23920903	1
chr22:23920389:23920897	2
chr22:23923817:23924567	1
chr22:23924729:23926443	1
chr22:23924730:23926444	1
chr22:23926521:23973768	1
chr22:23926521:23974307	1
chr22:23926528:23927358	1
chr22:23931351:23973059	1
chr22:23939873:23945095	1
chr22:23945335:23948509	1
chr22:23950009:23963752	1
chr22:23950011:23952138	4
chr22:23950016:23950194	1
chr22:23950457:23950709	1
chr22:23950815:23952112	1
chr22:23952206:23981383	1
chr22:23952222:23953951	1
chr22:23954041:23963752	1
chr22:23963929:23964262	2
chr22:23967023:23967386	3
chr22:23967185:23974087	1
chr22:23967486:23971362	1
chr22:23967749:23991762	1
chr22:23971622:23973768	1
chr22:23971623:23973767	5
chr22:23971624:23973105	1
chr22:23971624:23973758	1
chr22:23971624:23973764	1
chr22:23971624:23973768	281
chr22:23971624:23973774	1
chr22:23971624:23974307	3
chr22:23971625:23973768	2
chr22:23971650:23973768	1
chr22:23973348:23973768	1
chr22:23973936:23974307	1
chr22:23973940:23974305	1
chr22:23973944:23974301	1
chr22:23973944:23974307	282
chr22:23973953:23974307	1
chr22:23974440:23975001	1
chr22:23977058:23977386	1
chr22:23977060:23977387	1
chr22:23977060:23977397	1
chr22:23977067:23977401	3
chr22:23977068:23977401	73
chr22:23977083:23977401	1
chr22:23977578:23987316	1
chr22:23977578:23987319	82
chr22:23977578:23989127	2
chr22:23977600:24001200	1
chr22:23987409:23989127	3
chr22:23987409:23991336	9
chr22:23987470:23989127	40
chr22:23987470:23991336	31
chr22:23989142:24002754	2
chr22:23989211:23991334	44
chr22:23992078:24001692	1
chr22:24002089:24021647	1
chr22:24002863:24004892	2
